company,company_name,product_name,terms_title,product_code,revision_date,doc_type,source,pdf_url,file_path,bytes,status,downloaded_at
samsung_life,삼성생명,L03 삼성생명 L0302460001NNN0247000202440001024400010001024400010001000102440001000100010002P08,L03 삼성생명 L0302460001NNN0247000202440001024400010001024400010001000102440001000100010002P08,45455,,,knia,https://pub.insure.or.kr/FileDown.do?fileNo=45455&seq=1,,1392243,skip_not_terms,2026-06-30T09:21:42
samsung_life,삼성생명,L03 삼성생명 L0302460001NNN0247000202440001024400010001024400010001000102440001000100010002P08,L03 삼성생명 L0302460001NNN0247000202440001024400010001024400010001000102440001000100010002P08,45454,,,knia,https://pub.insure.or.kr/FileDown.do?fileNo=45454&seq=1,,1392243,skip_not_terms,2026-06-30T09:21:44
samsung_life,삼성생명,L03 삼성생명 L0302460001NNN0247000202440001024400010001024400010001000102440001000100010002P08,L03 삼성생명 L0302460001NNN0247000202440001024400010001024400010001000102440001000100010002P08,45452,,,knia,https://pub.insure.or.kr/FileDown.do?fileNo=45452&seq=1,,1392243,skip_not_terms,2026-06-30T09:21:45
samsung_life,삼성생명,L03 삼성생명 L0302460001NNN0247000202440001024400010001024400010001000102440001000100010002085,L03 삼성생명 L0302460001NNN0247000202440001024400010001024400010001000102440001000100010002085,45447,,,knia,https://pub.insure.or.kr/FileDown.do?fileNo=45447&seq=1,,264595,skip_not_terms,2026-06-30T09:21:45
samsung_life,삼성생명,L03 삼성생명 L0302460001NNN0247000202440001024400010001024400010001000102440001000100010002085,L03 삼성생명 L0302460001NNN0247000202440001024400010001024400010001000102440001000100010002085,45448,,,knia,https://pub.insure.or.kr/FileDown.do?fileNo=45448&seq=1,,282371,skip_not_terms,2026-06-30T09:21:46
samsung_life,삼성생명,L03 삼성생명 L0302460001NNN0247000202440001024400010001024400010001000102440001000100010002P08,L03 삼성생명 L0302460001NNN0247000202440001024400010001024400010001000102440001000100010002P08,44260,,,knia,https://pub.insure.or.kr/FileDown.do?fileNo=44260&seq=4,,740000,skip_not_terms,2026-06-30T09:21:48
